"day","incident-rate"
0,0
0.884249730535082,9.69790039800009E-05
2.65893127272622,0.000135955545154
4.52801076928922,9.94572811644431E-05
6.39709026585222,9.94572811644431E-05
8.26616976241523,8.5263511835354E-05
10.1352492589782,0.000123789457157
12.0043287555412,9.94572811644431E-05
13.8734082521042,9.94572811644431E-05
15.7424877486672,9.94572811644431E-05
17.6115672452302,9.94572811644431E-05
19.4806467417932,9.94572811644431E-05
21.3497262383562,0.000257616425117
23.2188057349193,0.000367111217084
25.0878852314823,0.000312363821101
26.9569647280453,0.000403609481073
28.8260442246083,0.000555685581028
30.6951237211713,0.000792924296957
32.5642032177343,0.001036246056884
34.4332827142973,0.001036246056884
36.3023622108603,0.001036246056884
38.1714417074233,0.001036246056884
40.0405212039863,0.001036246056884
41.9096007005493,0.00124915259682
43.7786801971123,0.001468142180755
45.6477596936753,0.001522889576738
47.4658642948775,0.001645158761102
49.3859186868013,0.001705380896684
51.322964710512,0.001865973258236
53.1240776799273,0.001995339327264
54.9931571764903,0.002082529624571
56.8622366730533,0.002106861800563
58.7483078014033,0.002160392587747
60.6003956661793,0.002307602252503
62.4694751627423,0.00258742227642
64.3385546593053,0.002769913596365
66.2076341558683,0.002678667936392
68.0767136524313,0.002794245772358
69.9457931489943,0.003049733620281
71.8148726455573,0.003049733620281
73.6839521421203,0.00328697233621
75.5530316386833,0.00348771278815
77.4221111352464,0.003651954976101
79.3081822635963,0.003752933506471
81.1602701283724,0.004016937615992
83.0293496249353,0.004436667651866
84.8984291214984,0.004734736807777
86.7675086180614,0.004971975523706
88.6365881146244,0.00494561566638
90.5056676111874,0.005336958163596
92.3747471077504,0.005817518639453
94.2438266043134,0.006146003015354
96.0789228373025,0.006262189155719
97.9819855974394,0.006371075643287
99.8510650940024,0.006498819567249
101.771119485926,0.006833184219015
103.589224087128,0.006835414668481
105.458303583691,0.006875968295136
107.327383080254,0.007034127439088
109.196462576817,0.007242978616359
111.06554207338,0.007230812528363
112.934621569943,0.007557269222932
114.803701066506,0.007751926630873
116.672780563069,0.008177739710746
118.541860059632,0.008402812338679
120.410939556195,0.008554888438633
122.280019052758,0.008599497427953
124.149098549321,0.008682632362595
126.018178045884,0.008871206726538
127.887257542447,0.009126694574462
129.75633703901,0.009151026750455
131.64240816736,0.009139468966858
133.494496032136,0.009446054384366
135.363575528699,0.00980191245826
137.232655025262,0.009947905514216
139.016776362891,0.00995804392088
140.970814018388,0.010118230746165
142.839893514951,0.01030072206611
144.708973011514,0.010440632078068
146.578052508077,0.011261843017823
148.44713200464,0.011559912173733
150.316211501203,0.01170590522969
152.185290997766,0.011819455384322
154.054370494329,0.012052638737586
155.923449990893,0.012143884397559
157.809521119242,0.012063588216783
159.661608984019,0.012247296145528
161.530688480582,0.012677164588066
163.399767977145,0.012754216478709
165.268847473708,0.012744078072046
167.137926970271,0.013068507085282
169.007006466834,0.013336161021202
170.876085963397,0.013719392793087
172.74516545996,0.01437636154489
174.614244956523,0.01502319189003
176.483324453086,0.015757212532477
178.352403949649,0.015891039500437
180.221483446212,0.016091779952377
182.090562942775,0.016256022140327
183.959642439338,0.016438513460273
185.828721935901,0.016910963210798
187.697801432464,0.017618623995919
189.566880929027,0.017880194887841
191.520918584524,0.018654566388809
193.474956240022,0.019516533723351
195.287396963962,0.019920718202341
197.213115233148,0.020027509419198
199.082194729711,0.020293135673785
200.951274226274,0.020937938337592
202.820353722837,0.021584768682732
204.6894332194,0.02201463712527
206.558512715963,0.022443998647475
208.427592212526,0.023276260450492
210.364638236237,0.024134780726769
212.165751205652,0.024814865045765
214.034830702215,0.025173764641658
215.903910198778,0.025216751485911
217.772989695341,0.026220048209344
219.60808592833,0.026456678620873
221.511148688467,0.026524200409253
223.38022818503,0.026499868233261
225.249307681593,0.026585030849235
227.118387178156,0.026572864761239
228.987466674719,0.027327162217013
230.431755376609,0.027868553132851
